,CO_IPRESS,NAME,YEAR,MONTH,UBIGEO,STATE,PROVINCE,DISTRICT,SECTOR,CATEGORY,CATEGORY_GLOBAL,QTY_CONSULTING_ROOM,QTY_OPERATIONS_CONSULTING_ROOM,QTY_BEDS,QTY_DOCTORS,QTY_DOCTORS_SERUM,QTY_DOCTORS_RESIDENT,QTY_NURSE,QTY_DENTISTS,QTY_PSYCHOLOGISTS,QTY_NUTRITIONISTS,QTY_MEDICAL_TECHNOLOGISTS,QTY_OBSTETRICIANS,QTY_PHARMACEUTICAL,QTY_AUXILIARY_PERSONAL,QTY_OTHER_PROFESSIONS,QTY_AMBULANCIAS
99,00008564,HOSPITAL I OCTAVIO MONGRUT MUÑOZ,2020,12,150136,LIMA,LIMA,SAN MIGUEL,ESSALUD,II-1,II,23.0,13.0,366.0,199.0,0.0,0.0,201.0,5.0,5.0,11.0,36.0,4.0,8.0,282.0,2.0,1.0
100,00008671,HOSPITAL I MARINO MOLINA SCIPPA,2020,10,150110,LIMA,LIMA,COMAS,ESSALUD,II-1,II,47.0,6.0,116.0,185.0,0.0,0.0,165.0,9.0,3.0,7.0,32.0,32.0,5.0,256.0,3.0,0.0
101,00008711,POLICLINICO PABLO BERMUDEZ,2020,12,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,I-3,I,33.0,62.0,0.0,17.0,0.0,0.0,16.0,3.0,1.0,1.0,14.0,1.0,3.0,31.0,0.0,0.0
102,00008720,HOSPITAL NACIONAL EDGARDO REBAGLIATI MARTINS,2020,10,150113,LIMA,LIMA,JESUS MARIA,ESSALUD,III-2,III,118.0,16.0,1332.0,2017.0,0.0,505.0,1836.0,8.0,38.0,73.0,415.0,127.0,53.0,2543.0,43.0,0.0
103,00008741,ULDARICO ROCCA FERNANDEZ,2020,5,150142,LIMA,LIMA,VILLA EL SALVADOR,ESSALUD,II-1,II,30.0,1.0,37.0,75.0,0.0,2.0,72.0,1.0,0.0,2.0,21.0,14.0,5.0,104.0,0.0,0.0
104,00008746,CLINICA GOOD HOPE,2020,12,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,II-2,II,42.0,42.0,130.0,337.0,0.0,0.0,190.0,11.0,6.0,9.0,18.0,26.0,3.0,283.0,8.0,1.0
105,00008786,CLINICA SAN JUAN DE DIOS,2020,5,150134,LIMA,LIMA,SAN LUIS,PRIVADO,II-1,II,31.0,15.0,122.0,102.0,0.0,0.0,54.0,0.0,2.0,3.0,10.0,8.0,3.0,102.0,2.0,1.0
106,00008880,CENTRO MEDICO ANCIJE,2020,2,150101,LIMA,LIMA,LIMA,ESSALUD,I-3,I,11.0,18.0,0.0,12.0,0.0,0.0,7.0,3.0,2.0,2.0,6.0,0.0,1.0,21.0,2.0,0.0
107,00008881,POLICLINICO FRANCISCO PIZARRO,2020,12,150128,LIMA,LIMA,RIMAC,ESSALUD,I-3,I,28.0,13.0,0.0,36.0,0.0,0.0,18.0,4.0,3.0,1.0,6.0,2.0,3.0,86.0,2.0,0.0
108,00008956,CLINICA DEL INCA,2020,12,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,III-2,III,10.0,20.0,19.0,28.0,0.0,0.0,38.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,4.0
109,00009010,CLINICA DE LA FAMILIA,2020,6,150114,LIMA,LIMA,LA MOLINA,PRIVADO,II-E,II,5.0,8.0,8.0,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,8.0,0.0,1.0
110,00009089,ONCOGYN CLINICA INTEGRAL,2020,11,150113,LIMA,LIMA,JESUS MARIA,PRIVADO,II-E,II,0.0,0.0,5.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
111,00009090,"CLINICA "" LIMATAMBO""",2020,12,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,PRIVADO,II-1,II,20.0,31.0,30.0,90.0,0.0,1.0,43.0,4.0,4.0,1.0,10.0,7.0,2.0,93.0,1.0,1.0
112,00009093,ARIE,2020,10,150114,LIMA,LIMA,LA MOLINA,PRIVADO,I-2,0,3.0,3.0,0.0,11.0,0.0,0.0,0.0,0.0,12.0,0.0,25.0,0.0,0.0,0.0,7.0,0.0
113,00009104,CLINICA SAN MIGUEL ARCANGEL S.A.C.,2020,12,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,PRIVADO,II-2,II,30.0,60.0,19.0,33.0,0.0,0.0,8.0,0.0,1.0,0.0,7.0,6.0,2.0,7.0,8.0,1.0
114,00009116,CLINICA SAN FELIPE S.A.,2020,12,150113,LIMA,LIMA,JESUS MARIA,PRIVADO,III-1,III,53.0,94.0,167.0,176.0,0.0,0.0,217.0,0.0,2.0,2.0,30.0,10.0,4.0,276.0,50.0,0.0
115,00009123,CLINICA ANGLOAMERICANA,2020,12,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-2,II,69.0,138.0,90.0,169.0,0.0,3.0,157.0,2.0,0.0,9.0,25.0,5.0,5.0,122.0,0.0,0.0
116,00009144,CLINICA MEDICA ZEGARRA S.A.C.,2020,7,150110,LIMA,LIMA,COMAS,PRIVADO,II-1,II,9.0,13.0,16.0,29.0,0.0,0.0,8.0,0.0,1.0,1.0,7.0,3.0,1.0,18.0,2.0,1.0
117,00009145,CLINICA MONTE SINAI,2020,12,150116,LIMA,LIMA,LINCE,PRIVADO,II-1,II,6.0,6.0,14.0,30.0,0.0,4.0,15.0,1.0,1.0,1.0,3.0,1.0,1.0,6.0,4.0,1.0
118,00009148,POLICLINICO SANTA CRUZ,2020,9,150122,LIMA,LIMA,MIRAFLORES,ESSALUD,I-3,I,0.0,10.0,0.0,11.0,0.0,2.0,7.0,3.0,1.0,0.0,2.0,1.0,2.0,3.0,0.0,0.0
119,00009153,CLINICA MONTEFIORI,2020,11,150114,LIMA,LIMA,LA MOLINA,PRIVADO,II-2,II,39.0,78.0,45.0,213.0,0.0,0.0,62.0,2.0,1.0,1.0,6.0,7.0,1.0,65.0,1.0,1.0
120,00009188,HOSPITAL II RAMON CASTILLA,2020,9,150101,LIMA,LIMA,LIMA,ESSALUD,II-1,II,3.0,4.0,45.0,85.0,0.0,0.0,56.0,7.0,4.0,3.0,37.0,16.0,3.0,8.0,134.0,0.0
121,00009250,CLINICA BELLAVISTA,2020,9,70102,CALLAO,CALLAO,BELLAVISTA,PRIVADO,II-1,II,14.0,2.0,16.0,35.0,0.0,0.0,41.0,0.0,0.0,0.0,6.0,0.0,3.0,52.0,5.0,0.0
122,00009251,HOSPITAL NACIONAL GUILLERMO ALMENARA IRIGOYEN,2020,10,150115,LIMA,LIMA,LA VICTORIA,ESSALUD,III-2,III,135.0,111.0,1257.0,1377.0,0.0,287.0,1389.0,11.0,21.0,60.0,294.0,45.0,40.0,1330.0,55.0,3.0
123,00009274,POLICLINICO FIORI,2020,2,150135,LIMA,LIMA,SAN MARTIN DE PORRES,ESSALUD,I-3,I,25.0,43.0,0.0,23.0,0.0,0.0,20.0,5.0,0.0,2.0,9.0,3.0,2.0,42.0,26.0,0.0
124,00009288,CENTRO DE INVESTIGACION Y ATENCION CARDIOVASCULAR SOCIEDAD ANONIMA CERRADA,2020,12,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-E,II,3.0,6.0,14.0,2.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0
125,00009298,POLICLINICO CENTRAL DE PREVENCION LARCO,2020,11,150122,LIMA,LIMA,MIRAFLORES,ESSALUD,I-3,I,7.0,14.0,0.0,22.0,0.0,0.0,1.0,6.0,1.0,0.0,12.0,0.0,0.0,18.0,1.0,0.0
126,00009379,SAN JOAQUIN,2020,12,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,PRIVADO,I-3,I,10.0,10.0,0.0,8.0,0.0,0.0,5.0,2.0,1.0,0.0,2.0,0.0,1.0,10.0,2.0,0.0
127,00009409,CLINICA RICARDO PALMA,2020,12,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,III-1,III,216.0,315.0,186.0,454.0,0.0,4.0,201.0,12.0,6.0,4.0,35.0,13.0,6.0,390.0,6.0,0.0
128,00009431,CLÍNICA SANTA CATALINA,2020,12,150115,LIMA,LIMA,LA VICTORIA,PRIVADO,II-E,II,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
129,00009437,CLINICA LIMATAMBO,2020,12,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-2,II,42.0,56.0,38.0,169.0,0.0,0.0,61.0,8.0,9.0,5.0,15.0,10.0,2.0,135.0,190.0,4.0
130,00009478,CLÍNICA SOLIDARIA LA CAMPIÑA,2020,12,150108,LIMA,LIMA,CHORRILLOS,PRIVADO,II-E,II,,,,,,,,,,,,,,,,
131,00009483,OCULASER SAC,2020,12,150101,LIMA,LIMA,LIMA,PRIVADO,II-E,II,4.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0
132,00009505,OFTALMOSALUD,2020,12,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-E,II,18.0,34.0,0.0,20.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,1.0,18.0,15.0,1.0
133,00009562,CENTRO ODONTOLÓGICO CANO ALVAREZ,2020,7,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,I-3,I,6.0,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0
134,00009641,CLINICA MUNDO SALUD SAC,2020,12,150117,LIMA,LIMA,LOS OLIVOS,PRIVADO,II-E,II,14.0,5.0,12.0,16.0,0.0,0.0,14.0,2.0,0.0,1.0,3.0,3.0,1.0,15.0,3.0,0.0
135,00009682,CLÍNICA INTERNACIONAL,2020,11,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-2,II,0.0,0.0,103.0,441.0,0.0,1.0,188.0,18.0,5.0,5.0,2.0,10.0,9.0,19.0,0.0,0.0
136,00009850,CLÍNICA VESALIO,2020,12,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-2,II,45.0,90.0,54.0,178.0,0.0,0.0,86.0,4.0,3.0,2.0,14.0,5.0,5.0,96.0,0.0,1.0
137,00009886,CLINICA SAN BORJA,2020,12,150130,LIMA,LIMA,SAN BORJA,PRIVADO,III-1,III,60.0,120.0,109.0,271.0,0.0,5.0,491.0,0.0,0.0,1.0,20.0,11.0,3.0,0.0,1.0,11.0
138,00009888,CLINICA UNIPLAST S.A.C.,2020,10,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-1,II,2.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
139,00009917,CLINICA CARRION,2020,12,70106,CALLAO,CALLAO,VENTANILLA,PRIVADO,II-E,II,9.0,1.0,4.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
140,00009979,CENTRO DE ATENCION PRIMARIA II LURIN,2020,12,150119,LIMA,LIMA,LURIN,ESSALUD,I-3,I,14.0,21.0,0.0,8.0,0.0,0.0,8.0,3.0,1.0,1.0,0.0,3.0,1.0,12.0,1.0,0.0
141,00009982,CLINICA REPROMEDIC,2020,12,150113,LIMA,LIMA,JESUS MARIA,PRIVADO,II-E,II,5.0,8.0,10.0,12.0,0.0,4.0,4.0,0.0,0.0,1.0,2.0,4.0,2.0,10.0,3.0,0.0
142,00009988,CLINICA SAN PABLO,2020,12,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,II-2,II,99.0,153.0,130.0,460.0,0.0,3.0,230.0,0.0,7.0,4.0,63.0,11.0,12.0,353.0,2.0,2.0
143,00009989,CLINICA PADRE LUIS TEZZA,2020,12,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,II-2,II,47.0,94.0,71.0,358.0,0.0,0.0,104.0,0.0,2.0,2.0,38.0,5.0,2.0,109.0,0.0,0.0
144,00010098,HOSPITAL MILITAR GERIATRICO,2020,10,150108,LIMA,LIMA,CHORRILLOS,SANIDAD DEL EJERCITO DEL PERU,II-E,II,28.0,34.0,21.0,41.0,0.0,0.0,61.0,8.0,7.0,0.0,7.0,0.0,1.0,57.0,5.0,1.0
145,00010135,HOSPITAL I CARLOS ALCANTARA BUTTERFIELD,2020,12,150114,LIMA,LIMA,LA MOLINA,ESSALUD,II-1,II,23.0,54.0,35.0,133.0,0.0,5.0,88.0,10.0,3.0,4.0,29.0,17.0,12.0,106.0,3.0,0.0
146,00010182,CLINICA JESUS DEL NORTE,2020,12,150112,LIMA,LIMA,INDEPENDENCIA,PRIVADO,II-2,II,44.0,96.0,107.0,420.0,0.0,0.0,182.0,6.0,6.0,8.0,39.0,12.0,8.0,273.0,444.0,2.0
147,00010229,CENTRO MEDICO ESPECIALIZADO VIRGEN DE LAS MERCEDES E.I.R.L,2020,11,150143,LIMA,LIMA,VILLA MARIA DEL TRIUNFO,PRIVADO,I-4,I,9.0,18.0,3.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0
148,00010251,CLUB DE LA SALUD,2020,12,150108,LIMA,LIMA,CHORRILLOS,PRIVADO,II-2,II,19.0,29.0,57.0,79.0,0.0,0.0,45.0,0.0,2.0,1.0,8.0,4.0,3.0,51.0,67.0,0.0
149,00010385,"CENTRO DE SALUD MILITAR ""SAN JUAN""",2020,9,150133,LIMA,LIMA,SAN JUAN DE MIRAFLORES,SANIDAD DEL EJERCITO DEL PERU,I-3,I,15.0,12.0,2.0,7.0,0.0,0.0,11.0,4.0,1.0,0.0,2.0,3.0,0.0,6.0,3.0,1.0
150,00010401,CESAR MORILLAS,2020,2,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,I-2,0,5.0,10.0,11.0,21.0,0.0,5.0,10.0,0.0,0.0,1.0,0.0,0.0,1.0,9.0,0.0,0.0
151,00010402,LASER VISION CENTER & ASOCIADOS S.A.C.,2020,12,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-E,II,2.0,4.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
152,00010434,ESSALUD - CLINICA GERIATRICA SAN ISIDRO LABRADOR,2020,12,150137,LIMA,LIMA,SANTA ANITA,ESSALUD,II-E,II,1.0,1.0,146.0,93.0,0.0,10.0,134.0,0.0,2.0,11.0,43.0,0.0,2.0,152.0,3.0,0.0
153,00010439,CENTRO CLINICO JESUS MARIA,2020,12,150113,LIMA,LIMA,JESUS MARIA,PRIVADO,I-3,I,8.0,12.0,0.0,23.0,0.0,1.0,14.0,5.0,1.0,1.0,3.0,12.0,1.0,12.0,2.0,0.0
154,00010451,POSTA MÉDICA POLICIAL VIPOL,2020,12,70101,CALLAO,CALLAO,CALLAO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,6.0,7.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0
155,00010464,CLINICA ANGLO AMERICANA,2020,12,150114,LIMA,LIMA,LA MOLINA,PRIVADO,I-3,I,13.0,26.0,0.0,53.0,0.0,0.0,14.0,0.0,0.0,0.0,3.0,0.0,2.0,8.0,0.0,0.0
156,00010467,CLINICA FLEMING,2020,12,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-E,II,14.0,42.0,8.0,66.0,0.0,0.0,5.0,2.0,0.0,1.0,2.0,0.0,2.0,10.0,0.0,0.0
157,00010498,ILA,2020,11,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,0,0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,0.0,10.0,0.0,0.0,0.0,3.0,0.0
158,00010515,CLINICA SANTA LUCIA S.A.C.,2020,11,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-1,II,5.0,5.0,17.0,18.0,0.0,1.0,5.0,0.0,2.0,1.0,1.0,0.0,1.0,20.0,0.0,0.0
159,00010533,"HOSPITAL II LIMA NORTE CALLAO ""LUIS NEGREIROS VEGA"" ESSALUD",2020,7,70101,CALLAO,CALLAO,CALLAO,ESSALUD,II-2,II,25.0,25.0,162.0,286.0,0.0,24.0,293.0,5.0,5.0,16.0,88.0,33.0,18.0,377.0,5.0,0.0
160,00010557,POLICLINICO  POLICIAL CALLAO,2020,10,70104,CALLAO,CALLAO,LA PERLA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,I,6.0,7.0,0.0,6.0,0.0,0.0,2.0,1.0,2.0,0.0,0.0,2.0,1.0,13.0,0.0,1.0
161,00010573,POSTA MEDICA POLICIAL VENTANILLA,2020,9,70106,CALLAO,CALLAO,VENTANILLA,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,3.0,3.0,0.0,3.0,3.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0
162,00010603,CLÍNICA MÉDICA CAYETANO HEREDIA,2020,12,150135,LIMA,LIMA,SAN MARTIN DE PORRES,PRIVADO,II-2,II,31.0,220.0,50.0,227.0,0.0,0.0,49.0,0.0,5.0,3.0,22.0,6.0,2.0,127.0,2.0,0.0
163,00010610,POSTA MEDICA POLICIAL SEDE DIRAVPOL,2020,12,70101,CALLAO,CALLAO,CALLAO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0
164,00010669,CLÍNICA PERUANA DE LA VISION,2020,10,150113,LIMA,LIMA,JESUS MARIA,PRIVADO,II-E,II,4.0,6.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
165,00010739,CLINICA OFTALMOLOGICA WONG,2020,10,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-E,II,4.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0
166,00010743,CLINICA STELLA MARIS,2020,12,150121,LIMA,LIMA,PUEBLO LIBRE,PRIVADO,II-2,II,36.0,72.0,56.0,167.0,0.0,0.0,108.0,8.0,0.0,3.0,25.0,12.0,3.0,180.0,1.0,0.0
167,00010751,HOSPITAL CENTRAL DE LA FUERZA AEREA DEL PERU,2020,1,150122,LIMA,LIMA,MIRAFLORES,SANIDAD DE LA FUERZA AEREA DEL PERU,III-1,III,117.0,155.0,283.0,289.0,0.0,23.0,243.0,51.0,14.0,8.0,60.0,13.0,8.0,495.0,11.0,3.0
168,00010776,TRAUMATOLOGIA Y ORTOPEDIA AYBAR & AS SAC,2020,12,150113,LIMA,LIMA,JESUS MARIA,PRIVADO,II-1,II,3.0,3.0,3.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
169,00010827,HOGAR DE LA MADRE CLINICA-HOSPITAL,2020,12,150122,LIMA,LIMA,MIRAFLORES,OTRO,II-2,II,0.0,5.0,25.0,28.0,0.0,0.0,10.0,0.0,0.0,1.0,0.0,22.0,1.0,27.0,32.0,0.0
170,00010831,centro Especializado en Odontoestomatología,2020,12,150121,LIMA,LIMA,PUEBLO LIBRE,PRIVADO,II-1,II,,,,,,,,,,,,,,,,
171,00011056,OFTALMIC SERVICE SAC,2020,12,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-E,II,8.0,3.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172,00011087,CLINICA LA LUZ S.A.C.,2020,12,150101,LIMA,LIMA,LIMA,PRIVADO,II-1,II,23.0,46.0,9.0,90.0,0.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,7.0,0.0,1.0
173,00011110,CLINICA CAMPBELL,2020,5,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,II-E,II,1.0,1.0,2.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
174,00011113,CLINICA MONTERRICO,2020,10,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,II-E,II,26.0,22.0,5.0,33.0,0.0,0.0,8.0,1.0,0.0,1.0,2.0,5.0,2.0,12.0,2.0,1.0
175,00011167,OFTALMOMEDIC,2020,11,150101,LIMA,LIMA,LIMA,PRIVADO,II-E,II,7.0,14.0,0.0,15.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0
176,00011177,INSTITUTO DE SALUD LIBERTAD SAC,2020,9,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,I-2,0,9.0,9.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
177,00011182,CONSULTORIOS LIMATAMBO SEDE MINKA,2020,12,70101,CALLAO,CALLAO,CALLAO,PRIVADO,I-2,0,9.0,9.0,0.0,15.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,0.0,0.0
178,00011187,POLICLINICO PNP ZARATE,2020,10,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,I,7.0,10.0,0.0,4.0,0.0,0.0,3.0,3.0,2.0,0.0,2.0,1.0,0.0,14.0,0.0,1.0
179,00011227,POSTA MEDICA PNP CHACLACAYO,2020,12,150107,LIMA,LIMA,CHACLACAYO,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-2,0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0
180,00011241,CLINICA SAN VICENTE S.A.,2020,12,150135,LIMA,LIMA,SAN MARTIN DE PORRES,PRIVADO,II-1,II,9.0,9.0,29.0,47.0,0.0,0.0,12.0,0.0,0.0,0.0,3.0,3.0,3.0,24.0,8.0,1.0
181,00011346,IPOR CLINICA ESPECIALIZADA ONCOLOGIA & CIRUGIA,2020,12,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-E,II,3.0,6.0,16.0,15.0,0.0,0.0,10.0,0.0,0.0,1.0,2.0,0.0,1.0,10.0,0.0,1.0
182,00011358,CONFÍA INSTITUTO OFTALMOLÓGICO,2020,11,150131,LIMA,LIMA,SAN ISIDRO,PRIVADO,II-E,II,4.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0
183,00011372,FUTURO VISION,2020,12,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-E,II,4.0,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0
184,00011401,CLINICA SAN JUDAS TADEO,2020,10,150136,LIMA,LIMA,SAN MIGUEL,PRIVADO,II-2,II,50.0,107.0,56.0,180.0,0.0,0.0,92.0,17.0,2.0,3.0,33.0,10.0,4.0,1.0,122.0,122.0
185,00011547,CLINICA CONTINENTAL,2020,12,150130,LIMA,LIMA,SAN BORJA,PRIVADO,II-E,II,5.0,8.0,3.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0
186,00011741,CLÍNICA NORVISION,2020,12,150121,LIMA,LIMA,PUEBLO LIBRE,PRIVADO,II-E,II,8.0,8.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0
187,00011750,CLINICA LOS ANDES SAC,2020,12,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,II-E,II,19.0,32.0,15.0,65.0,0.0,0.0,13.0,1.0,1.0,1.0,6.0,0.0,1.0,18.0,1.0,1.0
188,00011803,CLINICA VIRGEN DEL ROSARIO SRL,2020,12,150120,LIMA,LIMA,MAGDALENA DEL MAR,PRIVADO,II-1,II,10.0,10.0,20.0,20.0,0.0,0.0,11.0,0.0,0.0,0.0,2.0,4.0,1.0,15.0,0.0,0.0
189,00011849,CLINICA MIRAFLORES SAC,2020,12,150122,LIMA,LIMA,MIRAFLORES,PRIVADO,II-E,II,14.0,24.0,23.0,28.0,0.0,0.0,12.0,0.0,1.0,1.0,2.0,5.0,1.0,19.0,3.0,0.0
190,00011876,POLICLINICO PNP SAN MARTIN DE PORRES,2020,12,150135,LIMA,LIMA,SAN MARTIN DE PORRES,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,I,8.0,5.0,0.0,4.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,0.0,1.0,12.0,0.0,0.0
191,00011950,CLINICA CHORRILLOS,2020,12,150108,LIMA,LIMA,CHORRILLOS,PRIVADO,II-E,II,8.0,4.0,11.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,6.0,0.0
192,00012020,CLINICA OFTALMOLOGICA ESPECIALIZADA ÑAHUI,2020,4,150141,LIMA,LIMA,SURQUILLO,PRIVADO,II-E,II,0.0,0.0,0.0,43.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,15.0,30.0,0.0
193,00012106,CLINICA MEDICA PRIMAVERA,2020,12,150117,LIMA,LIMA,LOS OLIVOS,PRIVADO,II-E,II,5.0,5.0,5.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,6.0,2.0,4.0,4.0,0.0
194,00012206,DETECTA CLINICA,2020,12,150141,LIMA,LIMA,SURQUILLO,PRIVADO,II-E,II,5.0,10.0,18.0,30.0,0.0,5.0,40.0,0.0,0.0,1.0,6.0,0.0,2.0,40.0,0.0,0.0
195,00012219,CLINICA MONTESUR,2020,12,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,II-E,II,29.0,49.0,35.0,71.0,0.0,0.0,41.0,0.0,0.0,0.0,3.0,8.0,1.0,91.0,1.0,0.0
196,00012220,CLINICA REAL LOS LAURELES SAC,2020,11,150108,LIMA,LIMA,CHORRILLOS,PRIVADO,II-E,II,3.0,3.0,7.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,1.0
197,00012267,CLINICA SERVICIOS MEDICOS INTEGRALES SAN MARCOS,2020,12,150132,LIMA,LIMA,SAN JUAN DE LURIGANCHO,PRIVADO,II-E,II,22.0,35.0,15.0,43.0,0.0,0.0,16.0,0.0,1.0,1.0,0.0,4.0,2.0,23.0,30.0,0.0
198,00012275,POLICLINICO PNP DINOES,2020,10,150103,LIMA,LIMA,ATE,SANIDAD DE LA POLICIA NACIONAL DEL PERU,I-3,I,5.0,2.0,0.0,5.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,9.0,0.0,1.0
199,00012366,MISION MEDICA SAC,2020,12,150130,LIMA,LIMA,SAN BORJA,PRIVADO,0,0,0.0,0.0,0.0,25.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,8.0
200,00012492,CLINICA DE OJOS VISUAL OPHTHALMICS,2020,4,150121,LIMA,LIMA,PUEBLO LIBRE,PRIVADO,II-E,II,3.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0
201,00012572,CLINICA PAULISTA DEL PERU S.A.C,2020,12,150140,LIMA,LIMA,SANTIAGO DE SURCO,PRIVADO,II-E,II,3.0,3.0,1.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,2.0,0.0
